project_name,approach,provider,model_name,prompt_template,run_id,metric_group,metric_name,metric_value
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,isolated_services_ratio,0.25
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,reciprocal_communication_pair_count,3.0
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,reciprocity_ratio,1.0
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,total_responsibility_word_count,39.0
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,average_responsibility_word_count,9.75
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,responsibility_word_count_stddev,1.7853571071357126
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,min_responsibility_word_count,7.0
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,max_responsibility_word_count,12.0
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,short_responsibility_count,0.0
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,short_responsibility_ratio,0.0
7ep,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,average_responsibility_token_jaccard,0.06739672364672365
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,service_count,4.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,unique_service_count,4.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,duplicate_service_name_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,malformed_service_row_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,raw_declared_communication_count,6.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,declared_communication_count,6.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,duplicate_communication_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,valid_communication_count,6.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,invalid_communication_target_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,self_communication_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,communication_density,0.5
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,average_outgoing_communications,1.5
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,max_outgoing_communications,2.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,average_incoming_communications,1.5
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,max_incoming_communications,2.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,isolated_services_count,1.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,isolated_services_ratio,0.25
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,reciprocal_communication_pair_count,3.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,reciprocity_ratio,1.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,total_responsibility_word_count,65.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,average_responsibility_word_count,16.25
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,responsibility_word_count_stddev,1.479019945774904
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,min_responsibility_word_count,14.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,max_responsibility_word_count,18.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,short_responsibility_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,short_responsibility_ratio,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,average_responsibility_token_jaccard,0.07337606837606837
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,service_count,4.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,unique_service_count,4.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,duplicate_service_name_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,malformed_service_row_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,raw_declared_communication_count,6.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,declared_communication_count,6.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,duplicate_communication_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,valid_communication_count,6.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,invalid_communication_target_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,self_communication_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,communication_density,0.5
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,average_outgoing_communications,1.5
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,max_outgoing_communications,2.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,average_incoming_communications,1.5
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,max_incoming_communications,2.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,isolated_services_count,1.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,isolated_services_ratio,0.25
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,reciprocal_communication_pair_count,3.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,reciprocity_ratio,1.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,total_responsibility_word_count,119.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,average_responsibility_word_count,29.75
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,responsibility_word_count_stddev,7.949056547792323
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,min_responsibility_word_count,22.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,max_responsibility_word_count,43.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,short_responsibility_count,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,short_responsibility_ratio,0.0
7ep,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,architecture,average_responsibility_token_jaccard,0.05752682601086856
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,service_count,3.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,unique_service_count,3.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,duplicate_service_name_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,malformed_service_row_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,raw_declared_communication_count,4.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,declared_communication_count,4.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,duplicate_communication_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,valid_communication_count,4.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,invalid_communication_target_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,self_communication_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,communication_density,0.6666666666666666
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,average_outgoing_communications,1.3333333333333333
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,max_outgoing_communications,2.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,average_incoming_communications,1.3333333333333333
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,max_incoming_communications,2.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,isolated_services_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,isolated_services_ratio,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,reciprocal_communication_pair_count,2.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,reciprocity_ratio,1.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,total_responsibility_word_count,72.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,average_responsibility_word_count,24.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,responsibility_word_count_stddev,3.265986323710904
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,min_responsibility_word_count,20.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,max_responsibility_word_count,28.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,short_responsibility_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,short_responsibility_ratio,0.0
Jokul,direct,anthropic,claude-opus-4-8,few_shot,run_1,architecture,average_responsibility_token_jaccard,0.09308393759613272
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,service_count,3.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,unique_service_count,3.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,duplicate_service_name_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,malformed_service_row_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,raw_declared_communication_count,6.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,declared_communication_count,6.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,duplicate_communication_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,valid_communication_count,6.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,invalid_communication_target_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,self_communication_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,communication_density,1.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,average_outgoing_communications,2.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,max_outgoing_communications,2.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,average_incoming_communications,2.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,max_incoming_communications,2.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,isolated_services_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,isolated_services_ratio,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,reciprocal_communication_pair_count,3.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,reciprocity_ratio,1.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,total_responsibility_word_count,139.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,average_responsibility_word_count,46.333333333333336
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,responsibility_word_count_stddev,5.2493385826745405
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,min_responsibility_word_count,39.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,max_responsibility_word_count,51.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,short_responsibility_count,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,short_responsibility_ratio,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,run_1,architecture,average_responsibility_token_jaccard,0.0846715393370323
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,service_count,3.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,unique_service_count,3.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,duplicate_service_name_count,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,malformed_service_row_count,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,raw_declared_communication_count,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,declared_communication_count,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,duplicate_communication_count,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,valid_communication_count,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,invalid_communication_target_count,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,self_communication_count,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,communication_density,0.6666666666666666
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,average_outgoing_communications,1.3333333333333333
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,max_outgoing_communications,2.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,average_incoming_communications,1.3333333333333333
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,max_incoming_communications,2.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,isolated_services_count,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,isolated_services_ratio,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,reciprocal_communication_pair_count,2.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,reciprocity_ratio,1.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,total_responsibility_word_count,33.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,average_responsibility_word_count,11.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,responsibility_word_count_stddev,0.816496580927726
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,min_responsibility_word_count,10.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,max_responsibility_word_count,12.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,short_responsibility_count,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,short_responsibility_ratio,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,run_1,architecture,average_responsibility_token_jaccard,0.09017642144577127
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,service_count,3.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,unique_service_count,3.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,duplicate_service_name_count,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,malformed_service_row_count,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,raw_declared_communication_count,6.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,declared_communication_count,6.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,duplicate_communication_count,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,valid_communication_count,6.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,invalid_communication_target_count,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,self_communication_count,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,communication_density,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,average_outgoing_communications,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,max_outgoing_communications,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,average_incoming_communications,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,max_incoming_communications,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,isolated_services_count,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,isolated_services_ratio,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,reciprocal_communication_pair_count,3.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,reciprocity_ratio,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,total_responsibility_word_count,58.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,average_responsibility_word_count,19.333333333333332
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,responsibility_word_count_stddev,3.0912061651652345
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,min_responsibility_word_count,15.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,max_responsibility_word_count,22.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,short_responsibility_count,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,short_responsibility_ratio,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,run_1,architecture,average_responsibility_token_jaccard,0.05353535353535354
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,service_count,3.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,unique_service_count,3.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,duplicate_service_name_count,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,malformed_service_row_count,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,raw_declared_communication_count,6.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,declared_communication_count,6.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,architecture,duplicate_communication_count,0.0
